Reference	ID	Tags	SupportReference	Quote	Occurrence	Note
14:11	pqqf		rc://*/ta/man/translate/figs-explicit	τῷ κορασίῳ	1	Here, the word **girl** refers to a woman who has reached puberty but who is still young, probably between 12 and 20 years old. Use a word in your language that refers generally to a young woman who has reached puberty. Alternate translation: “to the young woman”
14:12	csaf		rc://*/ta/man/translate/figs-explicit	προσελθόντες	1	Here Matthew implies that John’s disciples went to the jail where John had been imprisoned. If it would be helpful in your language, you could make that idea more explicit. Alternate translation: “having visited the place where John had been imprisoned”
14:12	sct4		rc://*/ta/man/translate/figs-explicit	τὸ πτῶμα	1	Here Matthew implies that this was John’s **corpse**. If it would be helpful in your language, you could make that idea more explicit. Alternate translation: “John’s corpse”
14:12	up4h		rc://*/ta/man/translate/figs-explicit	ἐλθόντες	1	Here Matthew implies that John’s disciples went to where Jesus was. If it would be helpful in your language, you could make that idea more explicit. Alternate translation: “having come to where Jesus was”
14:12	suei		rc://*/ta/man/translate/figs-go	ἐλθόντες	1	In a context such as this, your language might say “gone” instead of **come**. Alternate translation: “having gone”
14:12	mq89		rc://*/ta/man/translate/figs-explicit	ἀπήγγειλαν τῷ Ἰησοῦ	1	Here Matthew implies that John’s disciples told Jesus that Herod had executed John. If it would be helpful to your readers, you could make that idea more explicit. Alternate translation: “they told Jesus what had happened to John”
14:13	id97		rc://*/ta/man/translate/writing-newevent	δὲ	1	Here, the word **Now** introduces the next major event in the story. If it would be helpful in your language, you could use a word or phrase that introduces the next event, or you could leave **Now** untranslated. Alternate translation: “Then,”
14:13	r40v		rc://*/ta/man/translate/figs-explicit	ἀκούσας	1	Here Matthew could be implying that Jesus has **heard**: (1) what John’s disciples told him about how Herod executed John (see [14:12](../14/12.md)). Alternate translation: “having heard the news about John’s death” (2) what Herod was saying about how Jesus must be John the Baptist raised from the dead (see [14:2](../14/02.md)). Alternate translation: “having heard what Herod was saying about him”
14:13	ia39		rc://*/ta/man/translate/figs-explicit	ὁ Ἰησοῦς & κατ’ ἰδίαν	1	Here Matthew implies that the disciples were traveling with Jesus. If it would be helpful in your language, you could make that idea more explicit. Alternate translation: “Jesus and his disciples … by themselves”
14:13	noxb		rc://*/ta/man/translate/figs-extrainfo	ἐκεῖθεν	1	Here Matthew does not state where Jesus was when he **heard**, so your translation should not identify exactly where Jesus was either. If it would be helpful in your language, you could use a word or phrase that refers to wherever Jesus was when he **heard**. Alternate translation: “from where he was” or “from the place where he heard this”
14:13	chbq		rc://*/ta/man/translate/figs-explicit	ἀκούσαντες	1	Here Matthew implies that the crowds **heard** that Jesus had gone to **a desolate place**. If it would be helpful in your language, you could make that idea more explicit. Alternate translation: “having heard that Jesus went there”
14:13	ipm9		rc://*/ta/man/translate/figs-idiom	πεζῇ	1	Here, the phrase **on foot** means that the crowds walked. If it would be helpful in your language, you could use a comparable phrase or state the meaning plainly. Alternate translation: “by walking”
14:13	j44h		rc://*/ta/man/translate/figs-explicit	ἀπὸ τῶν πόλεων	1	Here Matthew refers to **the cities** near the Sea of Galilee, which Jesus had crossed over **in a boat**. If it would be helpful in your language, you could make that idea more explicit. Alternate translation: “from the cities in that region” or “from the cities near the Sea of Galilee”
14:14	v44w		rc://*/ta/man/translate/figs-explicit	ἐξελθὼν	1	Here Matthew could be implying that Jesus comes out: (1) of the boat in which he traveled across the Sea of Galilee. Alternate translation: “having come out of the boat” or “having disembarked” (2) of the desolate area, where he wanted to be alone. Alternate translation: “having come out of the place where he was alone”
14:14	d7hd		rc://*/ta/man/translate/figs-go	ἐξελθὼν	1	In a context such as this, your language might say “gone” instead of **come**. Alternate translation: “having gone out”
14:14	askz		rc://*/ta/man/translate/figs-abstractnouns	ἐσπλαγχνίσθη ἐπ’	1	If your language does not use an abstract noun for the idea of **compassion**, you could express the same idea in another way. Alternate translation: “he sympathized with”
14:14	kyji		rc://*/ta/man/translate/figs-nominaladj	τοὺς ἀρρώστους αὐτῶν	1	Matthew is using the adjective **sick** as a noun to mean sick people. Your language may use adjectives in the same way. If not, you could translate this word with an equivalent phrase. Alternate translation: “the sick people among them”
14:15	ay6h		rc://*/ta/man/translate/grammar-connect-words-phrases	δὲ	1	Here, the word **Now** introduces the next thing that happened. If it would be helpful in your language, you could use a word or phrase that introduces the next event, or you could leave **Now** untranslated. Alternate translation: “Then,”
14:15	ba9a		rc://*/ta/man/translate/figs-go	προσῆλθον	1	In a context such as this, your language might say “went” instead of **came**. Alternate translation: “went”
14:15	lml8		rc://*/ta/man/translate/writing-quotations	λέγοντες	1	Consider natural ways of introducing direct quotations in your language. Alternate translation: “and they said”
14:15	otp3		rc://*/ta/man/translate/figs-idiom	ἡ ὥρα ἤδη παρῆλθεν	1	The clause **the hour has already passed by** means that it is late in the day. If it would be helpful in your language, you could use a comparable phrase or state the meaning plainly. Alternate translation: “the day is about to end” or “the sun is setting”
14:15	iarr		rc://*/ta/man/translate/figs-imperative	ἀπόλυσον τοὺς ὄχλους	1	This is an imperative, but it communicates a polite request rather than a command. Use a form in your language that communicates a polite request. It may be helpful to add an expression such as “please” to make this clear. Alternate translation: “We ask that you send the crowds away”
14:15	a63b		rc://*/ta/man/translate/figs-explicit	τὰς κώμας	1	Here the disciples are referring to **villages** that are near the **desolate** place. If it would be helpful in your language, you could make that idea more explicit. Alternate translation: “the nearest villages” or “the villages that are close to this place”
